"city","state_name","id"
"Turner","Maine","1840152987"
"Grand Isle","Maine","1840152986"
"Danforth","Maine","1840152985"
"Sabattus","Maine","1840152984"
"Bradley","Maine","1840152983"
"Oakfield","Maine","1840152982"
"Wolcott","Vermont","1840152981"
"Whitingham","Vermont","1840152980"
"Castleton Four Corners","Vermont","1840152979"
"South Hero","Vermont","1840152978"
"Stamford","Vermont","1840152977"
"Underhill Flats","Vermont","1840152976"
"Huntington","Vermont","1840152975"
"Sutton","Vermont","1840152974"
"Lunenburg","Vermont","1840152973"
"Lincoln","Vermont","1840152972"
"Hartford Village","Vermont","1840152971"
"Townshend","Vermont","1840152970"
"Proctor","Vermont","1840152969"
"Weston","Vermont","1840152968"
"Westford","Vermont","1840152967"
"Lyndon","Vermont","1840152966"
"Peacham","Vermont","1840152965"
"Sheffield","Vermont","1840152964"
"Algiers","Vermont","1840152963"
"Bakersfield","Vermont","1840152962"
"Londonderry","Vermont","1840152961"
"Pawlet","Vermont","1840152960"
"New Haven","Vermont","1840152959"
"Chittenden","Vermont","1840152958"
"Wardsboro","Vermont","1840152957"
"Middletown Springs","Vermont","1840152956"
"Grafton","Vermont","1840152955"
"Jamaica","Vermont","1840152954"
"Pownal","Vermont","1840152953"
"Bolton","Vermont","1840152952"
"Danby","Vermont","1840152951"
"New Boston","New Hampshire","1840152950"
"Francestown","New Hampshire","1840152949"
"Silver Springs Shores East","Florida","1840152948"
"Hurlburt Field","Florida","1840152947"
"Marco Shores-Hammock Bay","Florida","1840152946"
"Old Miakka","Florida","1840152945"
"Liberty Triangle","Florida","1840152944"
"Pensacola Station","Florida","1840152943"
"Eareckson Station","Alaska","1840152942"
"North Lakes","Alaska","1840152941"
"South Lakes","Alaska","1840152940"
"Volcano Golf Course","Hawaii","1840152939"
"Seaview","Hawaii","1840152938"
"Helemano","Hawaii","1840152937"
"Ironville","Pennsylvania","1840152922"
"Holters Crossing","Pennsylvania","1840152921"
"Elgin","South Carolina","1840152916"
"Carolina Meadows","North Carolina","1840152905"
"El Rancho","Wyoming","1840152889"
"Brownstown","Pennsylvania","1840152867"
"Charlottesville","Indiana","1840152797"
"New Boston","Pennsylvania","1840152768"
"Morea","Pennsylvania","1840152767"
"Morgan Hill","Pennsylvania","1840152766"
"Forsgate","New Jersey","1840152734"
"Kent Estates","Iowa","1840152727"
"Bainbridge","Ohio","1840152715"
"Tres Arroyos","New Mexico","1840152656"
"Thunder Mountain","New Mexico","1840152654"
"Tano Road","New Mexico","1840152653"
"Sunlit Hills","New Mexico","1840152651"
"Ridgewood","Illinois","1840152643"
"Silver Lake Colony","South Dakota","1840152591"
"Deerfield Colony","South Dakota","1840152590"
"Plum Valley","Illinois","1840152524"
"Cypress Landing","North Carolina","1840152414"
"Gananda","New York","1840152413"
"Clifton Gardens","New York","1840152410"
"Kamaili","Hawaii","1840152398"
"Saint George","Vermont","1840152382"
"Rainbow Springs","Florida","1840152379"
"Rainbow Park","Florida","1840152378"
"West Canaveral Groves","Florida","1840152377"
"Tropical Park","Florida","1840152376"
"Inglenook","Connecticut","1840152372"
"Montclair State University","New Jersey","1840152354"
"Glendale Colony","Montana","1840152314"
"Hyde Park","New Mexico","1840152182"
"La Tierra","New Mexico","1840152181"
"Las Campanas","New Mexico","1840152180"
"Marist College","New York","1840152109"
"Bard College","New York","1840152108"
"Siena College","New York","1840152107"
"Chelsea Cove","New York","1840152106"
"California Polytechnic State University","California","1840152097"
"Coal Creek","Colorado","1840152096"
"Old Elm Spring Colony","South Dakota","1840152054"
"Oahe Acres","South Dakota","1840152053"
"Maverick Junction","South Dakota","1840152052"
"Crescent Bar","Washington","1840152031"
"Merion Station","Pennsylvania","1840152004"
"Eagle Creek","Pennsylvania","1840151953"
"Dumb Hundred","Pennsylvania","1840151952"
"Cross Keys","Pennsylvania","1840151951"
"Cove Forge","Pennsylvania","1840151950"
"Big Stone Colony","Montana","1840151931"
"Cascade Colony","Montana","1840151930"
"Indian Lake","Missouri","1840151929"
"Loop","Pennsylvania","1840151918"
"Martinsburg Junction","Pennsylvania","1840151917"
"Moores Mill","Pennsylvania","1840151916"
"Mill Run","Pennsylvania","1840151915"
"Mamanasco Lake","Connecticut","1840151855"
"Etta","Oklahoma","1840151847"
"The Hills","New Jersey","1840151839"
"Sportmans Shores","Oklahoma","1840151826"
"Red Rock Ranch","New Mexico","1840151823"
"Timberlake","New Mexico","1840151822"
"Wells Bridge","New York","1840151711"
"Newtown","Pennsylvania","1840151703"
"Verandah","Florida","1840151621"
"Jekyll Island","Georgia","1840151618"
"Camrose Colony","South Dakota","1840151588"
"Nassau Lake","New York","1840151585"
"Olivia","Pennsylvania","1840151532"
"Penn Farms","Pennsylvania","1840151530"
"Opolis","Kansas","1840151512"
"Palestine","Indiana","1840151428"
"Amador Pines","California","1840151414"
"Kellogg Point","Connecticut","1840151405"
"Indian Field","Connecticut","1840151400"
"Fairfield University","Connecticut","1840151399"
"Angostura","South Dakota","1840151377"
"Rosedale Colony","South Dakota","1840151376"
"Lake LeAnn","Michigan","1840151363"
"Kincora","Virginia","1840151358"
"Hidden Lake Colony","Montana","1840151321"
"Horizon Colony","Montana","1840151320"
"Willow Lake","Illinois","1840151278"
"Westlake Village","Illinois","1840151277"
"Guilford Lake","Ohio","1840151265"
"Yadkin College","North Carolina","1840151248"
"Cherry Branch","North Carolina","1840151247"
"Cape Colony","North Carolina","1840151246"
"Governors Club","North Carolina","1840151245"
"Governors Village","North Carolina","1840151244"
"Brandywine Bay","North Carolina","1840151243"
"Briar Chapel","North Carolina","1840151242"
"Rolland Colony","South Dakota","1840151239"
"Beaver Creek","Texas","1840151178"
"Cade Lakes","Texas","1840151177"
"Cheney","Nebraska","1840151081"
"Sunsites","Arizona","1840151074"
"Mountain View Ranches","Arizona","1840151073"
"Oak Creek Canyon","Arizona","1840151072"
"Roosevelt Estates","Arizona","1840151071"
"Black Sands","Hawaii","1840151046"
"Kaloko","Hawaii","1840151045"
"Smithtown","North Carolina","1840151018"
"Daufuskie Island","South Carolina","1840150958"
"Harbor Island","South Carolina","1840150957"
"Continental Courts","Pennsylvania","1840150892"
"Midway","Arkansas","1840150886"
"Fair Haven Colony","Montana","1840150879"
"Pleasant Valley Colony","Montana","1840150878"
"Black Hat","New Mexico","1840150858"
"Old Town","New Mexico","1840150857"
"Casas Adobes","New Mexico","1840150855"
"Woodbury","New York","1840150821"
"Sacred Heart University","Connecticut","1840150805"
"Salem","Arkansas","1840150803"
"Oak Hill-Piney","Oklahoma","1840150795"
"Swift Bird","South Dakota","1840150786"
"Lake Ellsworth Addition","Oklahoma","1840150761"
"Florida Gulf Coast University","Florida","1840150714"
"Hartwick Seminary","New York","1840150640"
"Blairsville","Illinois","1840150609"
"Big Foot Prairie","Illinois","1840150608"
"East Vineland","New Jersey","1840150584"
"Lake Arrowhead","Missouri","1840150572"
"Forty Mile Colony","Montana","1840150502"
"Juniper Canyon","Oregon","1840150465"
"Center Point","New Mexico","1840150460"
"Carlls Corner","New Jersey","1840150441"
"Golden Valley Colony","Montana","1840150436"
"Lockport Heights","Illinois","1840150429"
"Daniels Farm","Connecticut","1840150351"
"Tashua","Connecticut","1840150350"
"Ocean Breeze","Florida","1840150343"
"Wonderland Homes","South Dakota","1840150324"
"Boulder Canyon","South Dakota","1840150323"
"El Adobe","California","1840150306"
"East Bakersfield","California","1840150305"
"East Niles","California","1840150304"
"Long Creek","North Dakota","1840150220"
"Blacktail","North Dakota","1840150219"
"Fripp Island","South Carolina","1840150176"
"Twin Lakes","Minnesota","1840150164"
"Seis Lagos","Texas","1840150147"
"Rice Tracts","Texas","1840150146"
"Alamo Beach","Texas","1840150145"
"Deerwood","Texas","1840150126"
"The Highlands","Kansas","1840150087"
"Hypericum","California","1840150063"
"Royal Hawaiian Estates","Hawaii","1840150021"
"Tiki Gardens","Hawaii","1840150020"
"Waikoloa Beach Resort","Hawaii","1840150019"
"East Kapolei","Hawaii","1840150018"
"Hartland Colony","Montana","1840150014"
"Sleepy Hollow Lake","New York","1840149910"
"Canan Station","Pennsylvania","1840149865"
"Stepney","Connecticut","1840149784"
"Hyde Park","Pennsylvania","1840149782"
"Chimney Point","Connecticut","1840149618"
"Fords Creek Colony","Montana","1840149592"
"Ayers Ranch Colony","Montana","1840149591"
"Bent Tree Harbor","Missouri","1840149557"
"Stratton Mountain","Vermont","1840149520"
"Westwood Colony","South Dakota","1840149507"
"Sunset Colony","South Dakota","1840149506"
"West Brule","South Dakota","1840149505"
"Rustic Acres Colony","South Dakota","1840149504"
"Graceville Colony","South Dakota","1840149503"
"Grassland Colony","South Dakota","1840149502"
"Orland Colony","South Dakota","1840149501"
"Golden View Colony","South Dakota","1840149500"
"Post Mountain","California","1840149498"
"Echo Hills","Colorado","1840149497"
"Everett","Georgia","1840149490"
"Tioga Terrace","New York","1840149455"
"Connecticut Farms","New Jersey","1840149434"
"Queen Anne","Maryland","1840149380"
"Williams Acres","New Mexico","1840149348"
"Cameron Colony","South Dakota","1840149333"
"Benton Park","California","1840149289"
"Bakersfield Country Club","California","1840149288"
"Virginia Lakes","California","1840149286"
"Charleston View","California","1840149285"
"Oakland","Pennsylvania","1840149256"
"Summerfield","Texas","1840149232"
"Clear Lake","Washington","1840149164"
"Sherwood","Ohio","1840149141"
"South Lansing","New York","1840149111"
"Smith Corner","Pennsylvania","1840149086"
"Williams Canyon","California","1840149018"
"Orange Blossom","California","1840149011"
"Cedar Flat","California","1840149009"
"Midway","Florida","1840148976"
"Rio Rancho Estates","New Mexico","1840148974"
"Pea Ridge","Alabama","1840148916"
"Bolton Valley","Vermont","1840148914"
"Wooster","Indiana","1840148891"
"DeBordieu Colony","South Carolina","1840148886"
"Forest Heights","Texas","1840148773"
"Custer Park","Illinois","1840148759"
"Maverick Mountain","Montana","1840148752"
"Goose Creek Village","Virginia","1840148751"
"Sportsmans Park","Oregon","1840148747"
"One Loudoun","Virginia","1840148744"
"Prairie Elk Colony","Montana","1840148733"
"Hilldale Colony","Montana","1840148721"
"Kalapana","Hawaii","1840148657"
"Sierra Ridge","Colorado","1840148649"
"Nathrop","Colorado","1840148648"
"Stepping Stone","Colorado","1840148647"
"Mauna Loa Estates","Hawaii","1840148646"
"Pekin","Ohio","1840148633"
"Delacroix","Louisiana","1840148576"
"Barnes Lake","Michigan","1840148573"
"Springwater Colony","Montana","1840148549"
"East Malta Colony","Montana","1840148548"
"Sleeping Buffalo","Montana","1840148547"
"Duncan Ranch Colony","Montana","1840148546"
"Loring Colony","Montana","1840148545"
"Flower Hill","Maryland","1840148534"
"Cedar Heights","Maryland","1840148532"
"White Knoll","South Carolina","1840148513"
"Eagle Lake","Illinois","1840148508"
"Gildford Colony","Montana","1840148502"
"East End Colony","Montana","1840148501"
"Warm Spring Creek","Montana","1840148500"
"Spring Creek Colony","Montana","1840148499"
"King Ranch Colony","Montana","1840148498"
"San Ysidro","New Mexico","1840148458"
"Upland Colony","South Dakota","1840148427"
"Marine View","Washington","1840148426"
"Sunland Estates","Washington","1840148425"
"Upper Witter Gulch","Colorado","1840148423"
"Money Island","New Jersey","1840148391"
"Monroe Manor","New Jersey","1840148390"
"Bear Lake","Michigan","1840148387"
"Encore at Monroe","New Jersey","1840148360"
"Westwood","Indiana","1840148274"
"Riverpoint","Washington","1840148255"
"Peever Flats","South Dakota","1840148253"
"Pleasant Valley Colony","South Dakota","1840148252"
"Horse Creek","South Dakota","1840148251"
"Madera Ranchos","California","1840148247"
"Bear Creek Ranch","Texas","1840148244"
"Bogus Hill","Connecticut","1840148232"
"Arrowhead Lake","New Jersey","1840148225"
"West Park","New Jersey","1840148224"
"Bonnie Brae","Illinois","1840148193"
"Shannon Colony","South Dakota","1840148187"
"Big Sky Colony","Montana","1840148154"
"Fulton","Michigan","1840148136"
"Casa Loma","California","1840148038"
"Pleasant Grove","Arkansas","1840148034"
"Staint Clair","Pennsylvania","1840148021"
"Rancho Mission Viejo","California","1840147893"
"Surprise Creek Colony","Montana","1840147856"
"Bull Lake","Montana","1840147855"
"Dutch Neck","New Jersey","1840147816"
"The Cliffs Valley","South Carolina","1840147797"
"Carolina Forest","South Carolina","1840147796"
"Honeygo","Maryland","1840147786"
"Continental Divide","New Mexico","1840147690"
"Borrego Pass","New Mexico","1840147688"
"Turner Colony","Montana","1840147686"
"North Harlem Colony","Montana","1840147685"
"Sunnybrook Colony","Montana","1840147684"
"Twin Hills Colony","Montana","1840147683"
"Carson Valley","Pennsylvania","1840147656"
"Homewood at Martinsburg","Pennsylvania","1840147654"
"Hillsdale","Indiana","1840147586"
"Cedar Lake","Oklahoma","1840147577"
"Fairview","Kentucky","1840147548"
"Bond","Mississippi","1840147523"
"Millers Lake","Michigan","1840147522"
"Oklahoma","Pennsylvania","1840147518"
"Riverview Colony","Montana","1840147493"
"Eagle Creek Colony","Montana","1840147492"
"Northville","New York","1840147481"
"Summer Set","Missouri","1840147469"
"Briarwood Estates","Missouri","1840147467"
"Suncrest","Washington","1840147394"
"Rexland Acres","California","1840147392"
"Ridgecrest Heights","California","1840147391"
"Old Stine","California","1840147390"
"Potomac Park","California","1840147389"
"Pumpkin Center","California","1840147388"
"La Cresta","California","1840147387"
"Mountain Meadows","California","1840147385"
"Olde Stockdale","California","1840147384"
"Sterling Ranch","Colorado","1840147366"
"Mauricetown","New Jersey","1840147361"
"Cedar Crest","Massachusetts","1840147349"
"Prineville Lake Acres","Oregon","1840147322"
"Bigelow Corners","Connecticut","1840147314"
"Enemy Swim","South Dakota","1840147268"
"Whitehorn Cove","Oklahoma","1840147252"
"Centerville","Louisiana","1840147251"
"Bonadelle Ranchos","California","1840147199"
"Candlewood Isle","Connecticut","1840147196"
"Oregon Shores","Oregon","1840147187"
"Heartland","Texas","1840147186"
"The University of Virginia's College at Wise","Virginia","1840147149"
"Pondera Colony","Montana","1840147108"
"Unionville","Pennsylvania","1840147059"
"Brentwood Colony","South Dakota","1840146999"
"Claremont Colony","South Dakota","1840146998"
"Misericordia University","Pennsylvania","1840146952"
"Snydertown","Pennsylvania","1840146950"
"Belterra","Texas","1840146927"
"Sunrise Shores","Texas","1840146926"
"Allenport","Pennsylvania","1840146912"
"Dillonvale","Ohio","1840146897"
"Berlin","Alabama","1840146895"
"Fairfield Plantation","Georgia","1840146819"
"Radisson","New York","1840146815"
"Millerton","California","1840146804"
"Pepperdine University","California","1840146803"
"Carrollton","Indiana","1840146800"
"Laurel Heights","New Jersey","1840146723"
"Liberty Corner","New Jersey","1840146721"
"Daviston","South Carolina","1840146687"
"William Paterson University of New Jersey","New Jersey","1840146685"
"Goose Creek Lake","Missouri","1840146620"
"Old Hill","Connecticut","1840146562"
"Clemson University","South Carolina","1840146556"
"Capitol View","South Carolina","1840146555"
"Berkshire Lakes","Florida","1840146539"
"Bayshore","Oregon","1840146537"
"Deer Creek","Indiana","1840146494"
"Newdale Colony","South Dakota","1840146471"
"Moose Run","Pennsylvania","1840146455"
"Longview","Mississippi","1840146439"
"Sail Harbor","Connecticut","1840146394"
"Shakertowne","Missouri","1840146390"
"Crown College","Minnesota","1840146310"
"Crouch Mesa","New Mexico","1840146270"
"Tarina","California","1840146269"
"Rivergrove","California","1840146267"
"Jefferson","Pennsylvania","1840146258"
"Oak Hills","Iowa","1840146251"
"Ojo Caliente","New Mexico","1840146231"
"Broadview","New Mexico","1840146215"
"Candy Kitchen","New Mexico","1840146214"
"Paa-Ko","New Mexico","1840146212"
"Klondike Corner","New Hampshire","1840146211"
"Georgetown","Pennsylvania","1840146109"
"Mill Plain","Connecticut","1840146086"
"Lakeside Woods","Connecticut","1840146085"
"Baywood Park","California","1840145969"
"The Homesteads","Texas","1840145922"
"Harding Gill Tract","Texas","1840145921"
"Salida del Sol Estates","Texas","1840145920"
"La Coma Heights","Texas","1840145919"
"Lake Kerr","Florida","1840145801"
"Saint John Fisher College","New York","1840145796"
"Rochester Institute of Technology","New York","1840145795"
"Hamilton College","New York","1840145794"
"Niagara University","New York","1840145793"
"Nazareth College","New York","1840145792"
"Shawnee Hills","Ohio","1840145757"
"Pinebrook","Texas","1840145754"
"Clearfield Colony","South Dakota","1840145741"
"Ridgewood","Ohio","1840145736"
"Madison Place","Ohio","1840145735"
"Bass Lake","Ohio","1840145734"
"Keowee Key","South Carolina","1840145674"
"Chickasaw Point","South Carolina","1840145673"
"Santa Clara","Oregon","1840145606"
"Shiloh","Tennessee","1840145551"
"Middletown","Pennsylvania","1840145547"
"Midway","Pennsylvania","1840145546"
"Milton","New York","1840145543"
"Mount Olive","Arkansas","1840145505"
"Browntown","South Carolina","1840145503"
"East Camden","South Carolina","1840145502"
"Ojo Encino","New Mexico","1840145459"
"Jamestown","New Mexico","1840145458"
"Running Y Ranch","Oregon","1840145381"
"Bloomfield","Illinois","1840145364"
"Sulphur Springs","Arkansas","1840145348"
"Lake Timberline","Missouri","1840145297"
"Allens Grove","Wisconsin","1840145268"
"Big Foot Prairie","Wisconsin","1840145265"
"Camrose Colony","Montana","1840145241"
"Rockport Colony","Montana","1840145240"
"Stebbins","California","1840145233"
"Woodlawn","Virginia","1840145210"
"Goodmanville","California","1840145204"
"Hillcrest","California","1840145203"
"Lake Hopatcong","New Jersey","1840145177"
"Kean University","New Jersey","1840145176"
"Golden Acres","New Mexico","1840145149"
"Lobo Canyon","New Mexico","1840145148"
"Stoneridge","New Mexico","1840145147"
"Picacho Hills","New Mexico","1840145146"
"Newtown","South Carolina","1840145096"
"Powder Horn","Wyoming","1840145089"
"Norwood","Oklahoma","1840145078"
"Liberty","Pennsylvania","1840145063"
"Belle Haven","Virginia","1840145044"
"Watsessing","New Jersey","1840145023"
"Tuckahoe","New Jersey","1840145022"
"Ball Pond","Connecticut","1840145013"
"Sonoma State University","California","1840144976"
"Georgetown","Pennsylvania","1840144823"
"West Mountain","Connecticut","1840144806"
"Sickles Corner","Pennsylvania","1840144752"
"Mill Bay","Alaska","1840144722"
"Eagle Point","Alabama","1840144721"
"Loma Linda East","Texas","1840144707"
"Saint John's University","Minnesota","1840144695"
"Meridian Village","Colorado","1840144682"
"Torreon","New Mexico","1840144654"
"Baxter Village","South Carolina","1840144599"
"Shamrock Colony","South Dakota","1840144598"
"Captree","New York","1840144578"
"Franklin","Pennsylvania","1840144444"
"Norfeld Colony","South Dakota","1840144443"
"Prairiewood Village","South Dakota","1840144442"
"Oakwood","Ohio","1840144439"
"Sicangu Village","South Dakota","1840144414"
"Angustura","New Mexico","1840144412"
"Jamesville Colony","South Dakota","1840144410"
"Pembrook Colony","South Dakota","1840144368"
"Blumengard Colony","South Dakota","1840144367"
"Thunderbird Colony","South Dakota","1840144366"
"Evergreen Colony","South Dakota","1840144365"
"Poinsett Colony","South Dakota","1840144364"
"Oakland","Pennsylvania","1840144363"
"Wilkshire Hills","Ohio","1840144328"
"North Santee","South Carolina","1840144327"
"Mountain Plains","South Dakota","1840144326"
"Sundance","New Mexico","1840144308"
"Ave Maria","Florida","1840144301"
"Heritage Bay","Florida","1840144300"
"Pelican Marsh","Florida","1840144299"
"Winding Cypress","Florida","1840144298"
"Cañoncito","New Mexico","1840144229"
"Dukedom","Tennessee","1840144197"
"West Charlotte","Vermont","1840144148"
"Buchanan","Tennessee","1840144146"
"Seville Colony","Montana","1840144130"
"Renaissance at Monroe","New Jersey","1840144114"
"Ramapo College of New Jersey","New Jersey","1840144113"
"Regency at Monroe","New Jersey","1840144112"
"Preakness","New Jersey","1840144111"
"Rainbow Lakes","New Jersey","1840144110"
"Ceex Haci","Wisconsin","1840144082"
"Live Oak","California","1840144061"
"Oakwood","Ohio","1840144033"
"Kilby Butte Colony","Montana","1840143964"
"Kingsbury Colony","Montana","1840143963"
"Flat Willow Colony","Montana","1840143962"
"Oak Lane Colony","South Dakota","1840143953"
"Carter","Texas","1840143949"
"Rockwell Place","Texas","1840143947"
"La Boca","New Mexico","1840143889"
"Totah Vista","New Mexico","1840143888"
"Midway","Florida","1840143881"
"Birch Creek Colony","Montana","1840143856"
"New Miami Colony","Montana","1840143855"
"Midway Colony","Montana","1840143854"
"Wakefield","Virginia","1840143806"
"Ophiem","Illinois","1840143801"
"White Rock Colony","South Dakota","1840143796"
"Lake Butler","Florida","1840143771"
"Chula Vista","Texas","1840143770"
"Homer C Jones","New Mexico","1840143701"
"University of Pittsburgh Bradford","Pennsylvania","1840143627"
"Deer Canyon","New Mexico","1840143567"
"Riley","Illinois","1840143518"
"Stones Landing","California","1840143489"
"Lake Shastina","California","1840143487"
"Wildewood","Maryland","1840143400"
"Santa Rita Ranch","Texas","1840143391"
"Spring Lake Colony","South Dakota","1840143290"
"Millbrook Colony","South Dakota","1840143289"
"Wolf Creek Colony","South Dakota","1840143288"
"The College of New Jersey","New Jersey","1840143267"
"Sunset Lake","New Jersey","1840143266"
"Stonebridge","New Jersey","1840143265"
"Stockton University","New Jersey","1840143264"
"Berry College","Georgia","1840143247"
"Kennesaw State University","Georgia","1840143246"
